Thèmes des interventions lors des Plaidoyers


Droits - CIDE
Droits - Education
Droits - Enfants soldats
Droits - Travail des enfants
Droits - Harcèlement-Violence
Droits - Discriminations
Institution - Millénaire pour le Dev
Institution - Rôle de l Unicef
Santé
Santé - Alimentation
Santé - Eau
Santé - VIH-Sida
Urgences
